;text;target
1779;kupilem w markecie bez odsluchu ;0
1780;mimo poczatkowego przerazenia zwiazanego z rozmiarem urzadzenia od pierwszego dnia w kuchni robot zdobyl serce mojej mamy ;2
1781;do odtworzenia nagran na komputerze trzeba szukac specjalnych kodekow poniewaz kamera kompresuje nagrania w jakims bardzo dziwnym formacie ;1
1782;boki myszki ktore sa anty poslizgowe sprawiaja ze jeszcze bardziej poci sie reka ;1
1783;ja z tych glosnikow jestem zadowolony ;2
1784;tak samo przy kraweznikach ;3
1785;liczmy xx h ;0
1786;dla mnie gra byla strasznie nudna zbyt wiele akcji nudna fabula i te durne dialogi w czasie kiedy ja sie skupiam na walce a nie czytaniu zalosnych tekstow ;1
1787;szczoteczka z linii daimonds ale pasuje do pozostalych modeli ja uzywam szczoteczki healthy white i nie ma problemu z dopasowaniem szczoteczki daimonds ;2
1788;rozumiem stopien czy pol ale nie ;1
1789;zakupil em ten majac nadzieje ze bedzie zblizony ;3
1790;jednak jak najbardziej polecam gdyz jest to produkt niezastapiony ;2
1791;dziala bezproblemowo dobrze myje i suszy jest cicha ;2
1792;depilator braun silkepil to urzadzenie ktore w wlosy szarpie i przycina a nie wyrywa ;1
1793;obudowa nie jest bez wad warta swojej ceny potrzebowal em w miare niska obudowe z przyciskami z przodu zasilaczem na dole miejscem na przewody za plyta glowna oraz beznarzedziowym montazem i to wszystko jest spelnione ;3
1794;odtwarza multimedia ;2
1795;bateria starcza na bardzo dlugo spokojne ponad tydzien przy intensywnym uzytkowaniu ;2
1796;plusem jest duzy wybor akcesoriow i to mnie sklonilo do kupna tylko ze komplet akcesoriow jest znacznie drozszy niz sam opryskiwacz ;3
1797;powoduje to ze woda nie moze swobodnie przeplywac przez mate przez co nie dziala nawet razy mocniejsza pompa nie daje rady tym zalamaniom ;1
1798;dzial reklamacji nokia kaze cierpliwie czekac na zakonczenie naprawy ;3
1799;kupila m worek kg miala m nadzieje zaoszczedzic niestety byla m jedynie stratna ;1
1800;zastrzezenia jakie mam to przede wszystkim zapychajaca sie ssawka do prania ;1
1801;przestrzegam przed whirlpoolem serwis gwarancyjny jak i sprzet na wym poziomie ;1
1802;chodzi o boki opony ;0
1803;na przyklad swinka morska lubi zyc w grupie owszem ale w grupie innych swinek morskich a nie krolikow czy chomikow ktore sa zwierzetami o zupelnie innych potrzebach ;1
1804;po dwoch tygodniach od zakupu urwala sie plastikowa tasma ktora zabezpiecza pokrywe zasobnika na baterie przed zgubieniem tego samego dnia wylamal sie haczyk przez ktory przechodzi gumowy pasek przytrzymujacy latarke na glowie ;1
1805;odmowa naprawy a jako jedyny komentarz mialy wystarczyc ogolne zdjecia do ogladniecia w internecie bez jakiegokolwiek komentarza ;1
1806;na plus przemawia niezle odprowadzanie ciepla wytrzymala konstrukcja solidne wykonanie i atrakcyjny wyglad ;2
1807;ledwie skosil em znow ary trawnika bo chodzila nierowno ;1
1808;a i jak piana sie zrobi to leci bokiem i trzeba pilnowac a srodki przeciw pieniace to dzialaja ale to zalezy ile tego plynu do prania mamy w tej cieczy co ja odsysamy bo niekiedy nie daja rady ;1
1809;kuchenka jest z nami ponad rok i ma sie bardzo dobrze ;2
1810;bardzo wygodny bezpieczny i przede wszystkim higieniczny ;2
1811;po tygodniu samochod juz nie odpalal nawet centralny nie dzialal ;1
1812;szczegolnie przydatna jest latwosc z jaka sie obraca spacerowke wzgledem stelazu nie trzeba jej demontowac wystarczy tylko przekrecic fragment raczki postawic raczke do pinu i odwrocic o stopni a nastepnie opuscic raczke ;2
1813;ponadto po zamknieciu pozostaja niewielkie szczeliny przez ktory dostaje sie kurz niewiele ale jednak szkoda ze po zamknieciu lopatki nie zachodza koncami na siebie w formie zatrzasku ;1
1814;do czasu gdy nagle doslownie z dnia na dzien julia strzelila focha i stwierdzila ze juz nigdy wiecej nie zahamuje przyzwoicie ;1
1815;funkcjonalnosc szybkosc dzialania ekran parametry bardzo dobre ;2
1816;dubbing jest swietny a dialogi smieszne ;2
1817;radio sprawdzal em po wymontowaniu mojego starego harry ii ktore odbieralo czysciutko a nadawanie nie nastreczalo zadnego problemu ;0
1818;ile to bedzie m cy a moze rok i tak do konca gwarancji ;1
1819;dolna poziomica mimo tych wad jakos dziala ale gorna nie jest w stanie ustawic stalego poziomu poniewaz pionowy element wysuwany jest krzywy ;1
1820;prawdopodobnie spadlo tez zuzycie wody funkcja uzycia wody z ostatniego plukania nizszy poziom wody w zmywarce w porownaniu do starej ;2
1821;no po prostu ideal do gotowania ;2
1822;funkcja bujania to tez lekko nietrafiony wynalazek ;1
1823;przesiadka z htc one s na s miala byc czyms milym ale taka nie byla ;1
1824;na srednicy informacji jak na lekarstwo jakas pulpa szczebiotow i tyle ;1
1825;nie chce powiedziec ze te klocki sa beznadziejne choc to pewno wynika z mojej wypowiedzi mysle jednak ze osoby ktore sprobowaly duplo beda zawiedzione tym zestawem;3
1826;odradzam ;1
1827;niestety ale po latach ulegl zepsuciu ;1
1828;widzimy mloda kobiete ktora ma poglady inne od wspolczesnych sobie ktorej sytuacja nie pozwala na wybicie sie ;0
1829;glosniki ladne estetyczne ale zwykle bez szalenstwa nie za male nie za duze to samo tyczy sie subwoofera co do kabli jezeli planujesz subwoofer miec przy biurku a glosniki obok monitora to kable starcza dalej juz nie ;3
1830;auto juz ma trzy lata ale jest sprawne technicznie sprawdzane wiosna i teraz tez na diagnostycznej sciezce zdrowia ;3
1831;usuwa powstale osady kamien rdze ;2
1832;no coz lepiej chyba ogladac swoje zeby w szczece niz w umywalce ;3
1833;moim zdaniem wykonanie niezle jak na te cene ale miedzy szybami szpara przynajmniej na cm ;3
1834;zasilacze bequiet to klasa sama w sobie ;2
1835;niestety nie polecam ;1
1836;w tv non stop trabia o smierci lozeczkowej a my silnie wystraszone lecimy i kupujemy ;1
1837;idealny na cieple dni ;2
1838;pedal do wyciskania dziala costam sie kreci leci pare kropel wody i tyle ;1
1839;jest takze mocno zabudowany po bokach kosz na zakupy ;2
1840;rzekomo to bylo uszkodzenie mechaniczne no kpina ;1
1841;jak na rozrywke za zl dosc duzo jednak ze wzgledu na zamilowanie do komiksow daje mocne ;3
1842;poza tym duzo szumow przy slabym oswietleniu ;1
1843;jakosc wykonania jest wysmienita ;2
1844;szczoteczka sam w sobie jest dobra ;2
1845;calkiem sprytne jest tez wejscie cd input bez problemu mozna na szybko puscic sobie nagranie z odtwarzacza mp laptopa zeby lecialo sobie w tle ;2
1846;uniemozliwia to prace i wymusza pozycje zgarbiona ;1
1847;wozek swoim wygladem zachwyca jest naprawde super ;2
1848;majac te suszarke zastanawiam sie dlaczego tak pozno zdecydowala m sie na jej zakup ;2
1849;nie ma mozne super sily ssacej ale nie o to tu chodzi ;3
1850;albo cos jest delikatne albo potrafi wywabic plame z marchewki nie ma w tej chwili w tym kompromisu ;3
1851;ostrosc kolory poprostu perfekcja ;2
1852;tablet z klawiatura o dobrych parametrach w bardzo korzystnej cenie ;2
1853;niestety moj przypadek nie jest odosobniony sasiad rowniez na fali swoich wspomnien starego targusa kupil nowa wersje i odczucia podobne ;1
1854;co do funkcji podgrzewania nigdy ich nie uzywal em wiec sie nie wypowiem ;3
1855;przegladarka jest wolna i nie obsluguje flasha nawet stare telefony z symbianem daja rade ;1
1856;wreszcie cos nowego ;2
1857;dokupil em odciag ;0
1858;to najgorszy zakup w moim zyciu kupil em kilo jablek na cydr ;1
1859;kupila m okap w styczniu r ten produkt to jakas porazka to co jest na stronie producenta jest w niezgodne z rzeczywistoscia ;1
1860;nie pomaga przepinanie do innych portow usb wielokrotny restart ani odpiecie innych urzadzen usb od komputera ;1
1861;klawisze znajdujace sie na projektorze dzialaja topornie ;1
1862;i tesknie za poczciwym modelem hvr gdzie wymienial em worek x na m ce ;1
1863;kazdy filozof jest omowiony bardzo skrupulatnie wlaczajac w to czasem nawet stronicowa notke biograficzna ;2
1864;zdecydowanie polecam ten glosnik ;2
1865;mam mieszane uczucia co do tego produktu ;3
1866;calosci dopelnia elegancki niebanalny wyglad ;2
1867;przede wszystkim prosty montaz urzadzenia do obrabiarki belmash jak pisal em przy obrabiarce ze wlasciciel sklepu to super gosc ;2
1868;wg mnie o wiele gorsza od czesci moze dlatego ze bardziej fascynuje mnie walka przy uzyciu nowoczesnych broni a nie czasy wojny i przestarzale technologie ;1
1869;w czasie prasowania moc pary minimalnie spada potem znowu normalna moc i tak w kolko nie wiem czy to ma zwiazek z nagrzewaniem sie zelazka czy parownica tak dziala ;3
1870;gre jak najbardziej polecam rowniez ze wzgledu graficznego i zasobu postaci ;2
1871;wielki minus za zwiekszenie objetosci ksiazki marnymi obrazkami oraz podobno nigdzie nie publikowanymi opowiadaniami i wierszami ktore zostaly umieszczone na koncu ksiazki ;1
1872;myslal em pewnie jak wiekszosc osob ze skoro nokia i model businessowy to nie bedzie problemu ;3
1873;niestety jakosc materialow pozostawia wiele do zyczenia barierki wykonane ze sklejki ktora peka przy przykrecaniu barierek bocznych latwosc wymontowania bocznych szczebelkow co jest wygodne dla rodzicow ale moze byc niebezpieczne dla dziecka szczebelki pod materac wykonane ze sklejki ktora pod wplywem wilgoci mieknie i wygina sie jedyne prawdziwie drewniane elementy to szczebelki barierek bocznych ;1
1874;jestem zawiedziona i wkurzona bo znowu czekaja mnie tygodnie bez plyty ;1
1875;moja wina bylo to ze nie zachowal em dowodu zakupu oraz nie wymienial em anod magnezowych karta gwarancyjna nie wymaga wymiany w przypadku tego podgrzewacza mimo ze fabrycznie anoda magnezowa jest zainstalowana a w moim poprzednim ti shape juz sie zupelnie rozpuscila nalezy wiec mimo wszystko pilnowac ich wymian przynajmniej co lata ;3
1876;kupil em ja dzisiaj nie sprawdzal em w sklepie bo jestem ze starej szkoly co bosch to bosch co prawda widzial em ze produkcja made in prc ale to nie wzbudzilo mojego niepokoju poniewaz wykonanie zewnetrzne faktycznie bez zarzutu ;3
1877;data pisana od tylu nie wiem czego wolal by m zeby bylo dd i mm a nie odwrotnie ;1
1878;nic nie odpryskuje ;2
1879;ostrzegam media markt;1
1880;kuchnie dostali smy z mezem w prezencie na wprowadziny do nowego mieszkania ;0
1881;jakosc wykonania jest wzorowa w tym przedziale cenowym zadnych nawet najmniejszych niedociagniec nie znalazl em pisze w tym przedziale cenowym bo w wyzszej cenie mozna na pewno dostac kolumny chociazby wykonane z litego drewna a nie z plyty jak te czego nie uwazam za wade ;2
1882;moze przeszkadzac brak regulacji podswietlenia bateria podtrzymujaca pamiec w coraz rzadziej spotykanej postaci v nie mogly byc paluszki ;1
1883;do sgs korcilo mnie najbardziej ale to co wydawalo sie fajne ;3
1884;szybki transfer lte swietna przednia kamerka megapixeli doskonale rozmowy wideo w skype ;2
1885;dostal em to badziewie w prezencie od orange ;1
1886;laktator ktory mozna polecic kazdej kobiecie zamierzajacej karmic piersia ;2
1887;brakuje mi miejsca na wysoka szklanke wchodza w gre tylko filizanki ;1
1888;mielismy tez problem z katem nachylenia fotelika ostatecznie wycinalem pianke do auta kupilem dodatkowe siedzisko ;1
1889;zajmuje to maksymalnie minuty ;3
1890;wady slaby ciag duze zuzycie pradu bardzo glosna praca po kazdym sprzataniu wymaga kompletnego oczyszczenia gdyz smrod jaki wydostaje sie z niego na kolejny dzien jest nie do zniesienia filtry w pojemniku na wode sa tak zamontowane ze wpadaja do niej podczas sprzatanie czyszczenie urzadzenia jest bardzo praco i czaso chlonne krotki przewod woda z pojemnika przedostaje sie do filtra w podstawie podczas raptownych skretow odkurzacz przewraca sie co skutkuje przelewaniem sie wody do jego wewnetrznych czesci ;1
1891;z przetluszczajacymi sie lub sklejonymi lakierem wlosami u doroslego ten szampon sobie nie poradzi jest po prostu zbyt delikatny ;1
1892;jedyne co jest plusem to to ze olejek bardzo nawilza skore wiec osoba ktora ma skore sucha zdecydowanie z niego powinna byc zadowolona ;3
1893;kolejny minus za brak flesha w aparacie rowniez gps i mapy sa platne ;1
1894;ogolnie za zl bo za tyle je wyrwal em to oceniam pozytywnie idealne do tego do czego potrzebowal em czyli generalnie ogladanie filmikow w necie i do filmow wieczorami ;2
1895;sitko w zlewie blanco jest tak ustawione iz jak nakierujemy na nie wylewke baterii to woda sie nie rozchlapuje ;3
1896;doskonale sie sprawdza przy wiekszej ilosci osob gdyz nie tylko mozna zaparzyc w krotkim czasie ok filizanek kawy ale dzieki temu ze posiada zegar i timer kawa gotowa jest na czas gdy nadejda goscie ;2
1897;i to byl jeden z lepszych moich prezentow ;2
1898;zle dzialajacy czujnik ruchu po jednej nocce w dwoch folderach na karcie mialem blisko zdjec w zdecydowanej wiekszosci bez zadnego obiektu za drzwiami ;1
1899;gdyby nie te glosy aktorow przymknal by m oko ale nie moge ;1
1900;ogolnie jesli planujecie kupic ten model sprawdzcie gdzie jest najblizszy serwis gsm uzbrojcie sie w cierpliwosc i zapasowy telefon ;1
1901;jednak stary czajnik i to plastikowy a nie nierdzewka tak nie mial ;3
1902;po paru dniach zaczelo szwankowac polaczenie co chwile odlaczala sie i podlaczala chociaz nawet nie dotykala m wejscia usb ;1
1903;nie daje pieciu gwiazdek tylko dlatego ze termometr pokazuje poprawna temperature dopiero jak sie go na min zdejmie z reki i odstawi ;3
1904;uzytkuje dokladnie rok ;0
1905;dobrze ze kupila m tylko ml jakos sie przemecze ;1
1906;cena przyzwoita jak na tego typu spacerowke ;2
1907;kojec niezbyt bezpieczny ze wzgledu na sliska powierzchnie niby materacyka ;1
1908;aktorstwo stoi na dobrym lecz nie powalajacym poziomie co sprawia ze bohaterowie nie wygladaja sztucznie jak w innych produkcjach ;3
1909;w tej cenie a nawet x wyzszej nie znajdziecie nic lepszego ;2
1910;trzeci przypadek tv jest ok ale zauwazylem silny banding pionowe linie podczas ogladania scen na jednolitym szarym lub ciemnoniebieskim kolorze tla obecnie czekam na opinie centrum serwisowego samsunga czy wymienia tv czy tez tylko sam panel lcd ;1
1911;zarowno regulacja kata oparcia gondoli jak i spacerowki jest bardzo wadliwa i dzialala moze przez miesiac uzytkowania ;1
1912;nie ma najmniejszego porownania do blenderow szybkoobrotowych renomowanych marek ;1
1913;niestety marna podrobka markowej wyciskarka ;1
1914;ostatnio wyszly chipy samoresetujace ale jeszcze nie testowal em bo w polsce niedostepne a za granica kosztuja ponad zl ;3
1915;niestety ze wzgledu na specyficzny montaz mozna sie do niego dostac wylacznie przy pomocy klucza serwisowego ;1
1916;nie chlapie i nawet przy zmianie strumienia wody na prysznic rozprysk wody jest niewielki ;2
1917;na wielki plus zaliczam letni serwis oraz jakosc serwisu ;2
1918;grafika dosc ladna i nie wymagajaca super sprzetu niestety gra przynajmniej dla mnie dosc meczaca ;3
1919;to zdecydowanie za duza rozbierznosc biorac pod uwage fakt ze dla dziecka z infekcja a to ogromna roznica ;1
1920;wysoka jakosc wykonania prostota obslugi olbrzymia pojemnosc zostala nieco przycmiona przez brak w komplecie podstawowych w moim odczuciu a jednak dodatkowych akcesoriow tj pokrowca oraz podstawy do powierzchnia gruntowych ziemnych ;3
1921;sprawa do rzecznika praw konsumenta ;1
1922;poprzedni rozciekl sie po latach ;3
1923;dal em sobie wmowic ze jest najlepsza a tymczasem z kazda nowa aktualizacja automapa ma coraz bardziej pogmatwany sposob obslugi menu jest skomplikowane teraz gdy buduje sie wiele nowych drog kazdy wjazd w nieznana automapie droge powoduje zawieszenie programu i koniecznosc zatrzymywania sie i uruchamiania wszystkiego od nowa ;1
1924;kiedy probowal em wytlumaczyc ze przeciez pekla tylko jedna podkladka a sa dwie to chyba nie jest to kwestia zlego trzymania jednej stopy a drugiej prawidlowo ;1
1925;wlasnie odebral em i przetestowal em ;0
1926;akumulator wystarcza na okolo tygodniowe uzywanie golarki bez doladowywania okolo minuty dziennie z cooltec ;2
1927;czyli jak wrzucimy na karte folderow z muzyka a w kazdym po utworow to jest to plikow ;3
1928;stalo sie tak zapewne dlatego ze produkt ten jest ponadczasowy ;2
1929;tak jak to ma miejsce w niewiernej kiedy sprawozdanie detektywa wynajetego do sledzenia zony lamie serce granemu przez richarda gere a mezowi ;0
1930;z wylaczonymi zabezpieczeniami w trybie repeatera wszystko dziala jak najbardziej poprawnie ;3
1931;jak wiadomo fanatycy trzezwo nie mysla ;0
1932;oczywiscie jest to film i czasami obraz jest odpowiednio ziarnisty i tak ma byc ;2
1933;szkoda ze nie ma pozostalych elementow tego modelu pojedynczych baterii baterii prysznicowych z powloka pvd bo ma ona inny kolor niz zwykly chrom i moze troche nie pasowac do reszty armatury w lazience mi to akurat nie przeszkadza ;3
1934;uwazam ze pod tym wzgledem firma naprawde nie ma szacunku dla klienta ;1
1935;pierwsza rzecz ktora mi sie rzucila w oczy to sklad w ktorym nie ma sladu wpc a zamiast tego na pierwszym miejscu widnieje serwatka bialkowa ;3
1936;byl wystawiony na warunki atmosferyczne oczywiscie ale przeciez taki pancerny lancuch nie jest do wozenia go w plecaku tylko jako stacjonarne zabezpieczenie np skutera ;1
1937;aplikacja sie laczy przez bluetooth itp ;3
1938;podczas transmisji sportowych widac pasy jest to tak zwany banding na starym lcd nie mam takiej przypadlosci ;1
1939;pierwsze wrazenie rewelacyjne jednak pozniej po wyprasowaniu sterty rzeczy zelazko swietnie prasuje tylko dzieki parownicy i faktycznie wtedy nie trzeba prasowac z drugiej strony jednak po wylaczeniu jej wcale tak dobrze tego nie robi tez trzeba wtedy sie porzadnie pomeczyc ;3
1940;zle zaprojektowana glowica tnaca delikatne plastikowe elementy wewnatrz mimo kazdorazowego czyszczenia bardzo szybko sie zapycha wlos wchodzi we wszystkie mozliwe szczeliny i ciezko go usunac ;1
1941;teraz minusy ;1
1942;jesli nie to wyrzucil em pieniadze w bloto ;1
1943;zarowki zmienil em na narve range power white jako super oswietlenie ;3
1944;strojenie kanalow to pomylka wszystko dziala powolnie jezyk menu nie do konca jest calkowicie polski ;1
1945;urzadzenie mysli za nas ma timer i kilkanascie programow ;2
1946;co do plusow to ergonomiczna gumowa raczka otwory ktorych mozna uzyc jako kluczy oczkowych jak i do zawieszenia ;2
1947;graja calkiem ok jak na te klase sprzetu ;2
1948;ogolnie polecam tv samsung smart jakies pare cali za te pinachy i ogladajac co dziennie youtuba jakies min cwiczyl by m pompki i takie tam pochodne rezultat ten sam o ile nie lepszy a ile radosci ;0
1949;po napelnieniu mat woda bardzo powyginaly sie ;1
1950;jedna wada popsula caly produkt nie polecam ;1
1951;wykonane jest bardzo dobrze bez najmniejszej skazy ;2
1952;butelka jest duza bardzo wydajna ;2
1953;to moj drugi nawilzacz ;0
1954;otrzymal em dostep do wybranych plikow ale zabrano mi radio ;3
1955;dzis zamowila m kolejna moze trafila m na jakas wadliwa mala wada jest to ze ta guma z ktorej jest zrobiona potrafi pekac my w ten sposob zgubili smy juz dwie ;3
1956;w mojej poszla cewka i swieca ;1
1957;w usa juz by byly odszkodowania ze zabawka zagraza bezpieczenstwu a u nas wszyscy ciesza sie ze upchneli bubla ;1
1958;przereklamowane podobnie jak inne towary np wkretarka bosch i to z serii dla prof uzytku ;1
1959;bardzo denerwujace ;1
1960;po drugie kto przy wadze meza kg polecil pani wenusa ;0
1961;bieznie ktora kupil em lata temu dziala do dzis dzien a teraz przyszedl czas na atlas ;2
1962;na plus szybki procesor i spora ilosc ramu dzieki czemu telefon sie nie przycina dobrze dzialajacy czytnik linii papilarnych fajna nakladka na androida niezly gps dobrze trzyma zasieg rozmowy sa wyrazne gb pamieci wewnetrznej ;2
1963;na razie uzywala m go dwa razy wtedy gdy bylo to absolutnie konieczne ;3
1964;na pierwsza naprawe musialem czekac dwa tygodnie ale ku mojej radosci w koncu zmywarka ruszyla ;3
1965;brakuje mu tych wszystkich niezbednych mi akcesorow tj aparat telefonicznych czy latarka dlatego dawno temu wymienila m go na nowszy model ale jestem pewna ze krazy on gdzies jeszcze z rak do rak niewzruszony jestem trudnym uzytkownikiem przezyl ze mna wiele i moge szczerze powiedziec jest niezniszczalny ;2
1966;po psiknieciu chmura zapachu utrzymuje sie u mnie do godzin pozniej jest odczuwalny tylko przy zblizeniu ;3
1967;nazwal by m je sprzetem towarzyszacym uchu w codziennych zajeciach bez wglebiania sie w szczegoly brzmieniowe ;2
1968;pojemnik jest spory a to ze nie widac kiedy sie zapelni nie przeszkadza bo glowica jest lekka i mozna ja podniesc bo uchwyt jest bardzo wygodny ;3
1969;jestem mocno zawiedziony i uwazam ze telefon jest mocno przereklamowany ;1
1970;po powrocie myslal em zeby udac sie do okulisty ale w nocy jechal em z kolega powiedzial zeby m wlaczyl swiatla a ja mu mowie ze mam wlaczone z zona ta sama sytuacja ;1
1971;nie ma nawet co porownywac do tego co bylo wczesniej przy klasycznym dysku talerzowym ;3
1972;wady oprocz ceny ;3
1973;sprzedawca bez problemu zwrocil pieniadze a ponizej zamieszczam oryginalna odpowiedz z supportu logitecha w odpowiedzi na zgloszenie prosze o informacje czy pobral pan oprogramowanie setpoint ;3
1974;odpowiedzi na te pytania uzyskamy po obejrzeniu tej komedii gdzie glowne role graja wieslaw golas i elzbieta czyzewska ;0
1975;jezeli nosek jest bardzo zatkany zawsze uzywam wczesniej wody morskiej chwile czekam i wtedy dopiero uzywam aspiratora ;0
1976;w tym przypadku wazniejsze sa jakosc i cena ;2
1977;zacisk siodelka widoczny na zdjeciach zostal zastapiony zbyt krotka sruba imbusowa mm oraz nakretka ;1
1978;jakims cudem zmiescil em do niem raijiancec tisis troche ciezko bylo podlaczyc zasilanie wiatraczkow z powodu braku miejsca pomiedzy chlodzeniem a gorna sciana na wiatraki musialem przykleic kawalek filcu poniewaz dotykaja sciany i drgania sie przenosily ;3
1979;trzeba stawiac stope blisko stopy aby nie uderzac w kola ;1
1980;nie kupujcie tego telefonu nawet jak by wam chcieli doplacic ;1
1981;najsmieszniejsza rzecza jest pilot ktory dziala tylko gdy stoje naprzeciw okapu i maxm od czujnika ;1
1982;wyciszenie jest niewystarczajace ;1
1983;mozna go prac recznie jak rowniez i w prace i nie traci nic na swej jakosci ;2
1984;nie znalazl em skutecznej metody resetowania chipow sa jednorazowe ;1
1985;witam mialem okazje przygladnac sie opticum hd n i n i porownac zwlaszcza sile sygnalu i jakosc sygnalu z dekoderami wiwa technisat w tych samych warunkach antena zbiorcza mocna wiwa technisat pokazuja sile i jakosc sygnalu po ewentualne skoki w dol gora zalezne od czynnikow usprawiedliwionych a opticum hd n i hd n pokazuje sile sygnalu jakosc sygnalu ewentualne skoki o ok ;1
1986;za lg dalem wowczas zl ;0
1987;uwazam ze ksiazka pod szyldem pamietnik nastolatki nie powinna poruszac tak kontrowersyjnych tematow i nie powinna byc napisana tendencyjnie ;1
1988;idealny dla poruszajacych sie malymi samochodami z bardzo malymi bagaznikami ;2
1989;wiec dobrze radze szukajcie innych bo znajdziecie taniej i lepiej ;1
1990;pedaly waskie i troche niewygodne zaleta sa wbudowane glosniki i swiatla ;3
1991;klawisze trzeba sie przyzwyczaic ;3
1992;czas dostepu do danych wynosi ms ;2
1993;najpierw wcielamy sie w komorke i ewoluujemy wychodzimy na lad i zaczyna sie prawdziwa zabawa ;2
1994;maja one wiecej minusow niz plusow i gdy na nie patrze to w pamieci mam tylko te wady ;1
1995;prawdopodobnie zostal dobrany nieodpowiedni smar ;1
1996;serum nadaje skorze gladkosc i lekkie rozswietlenie przez co wydaje sie bardziej promienna ;2
1997;lepiej dolozyc pare zlotych i kupic jakis inny odtwarzacz najlepiej z chociazby podstawowym wyswietlaczem i normalnymi przyciskami ;1
1998;nawilzacz przeklamuje wilgotnosc na poczatku pozywal po wlaczeniu go na min pokazywal wilgotnosc juz co jest raczej nie mozliwe chyba ze wewnatrz urzadzenia ogolnie para wodna wydobywa sie bardzo nisko opada na urzadzenie i podloze skrapla sie i tworzy sie jedna wielka kaluza ;1
1999;szczerze polecam dla kazdej pani i pana domu to urzadzenie zastapi kilka mniejszych i godnie przejmie ich role ;2
2000;niestety slady kropli z kamienia nadal sa widoczne ;1
2001;polecam ten produkt wszystkim zabieganym mamom ;2
2002;u mnie saphire radeon hd mb ddr ;0
2003;dlugo jednak nim sie nie cieszyla m silnik zaczal dziwnie pracowac az w koncu przestal ;1
2004;jednak teraz stwierdzam ze to byl najgorszy zakup mojego zycia ;1
2005;w ostatnim czasie z przykroscia stwierdzila m ze czekolada oryginalna mleczna tzw fioletowa ma zmieniona na niekorzysc recepture ;1
2006;bardzo odradzam ;1
2007;samochodow jest okolo tylko tras jest malo bo ;3
2008;dziwna sprawa tyle pozytywow powyzej ze zaczal em sie zastanawiac czy akurat ja trafil em na felerny egzemplarz ;3
2009;aplikacja jest straszna nielogiczna i bzdurna ze rece opadaja ;1
2010;tu wspomne o dolaczonym klipsie do kabla ;3
2011;najprawdopodobniej wadliwa konstrukcja wbudowanego termostatu powoduje ze psuje sie bardzo czesto ;1
2012;i juz sie okaze jak z tym jest naprawde ;3
2013;co do jakosci wiadomo to entry level wiec nie mozna spodziewac sie cudow mimo wszystko jestem zadowolony z zakupu ;3
2014;t;0
2015;po latach od zakupu popsul sie caly czas swieci sie kontrolka awaria ;1
2016;pojemnosc komory glownej dosc spora mozna sie spakowac na weekend ;2
2017;wklady starczaja na dosc dlugo jednak w porownaniu do jednorazowek gillette blue raczka jednorazowki z ktorej mozna odczepic trzyostrzowy wklad pasujacy do serii sensor ktore mozna spotkac w promocji w marketach sa nieoplacalne ;3
2018;po aktualizacji do zaczal wywalac sie aparat fotograficzny i viber ;1
2019;zakoscielny gra bardzo dobrze wielkie uznanie nalezy sie malej julce wroblewskiej ktora jest tak slodka i urocza ze film oglada sie z przyjemnoscia wlasnie ze wzgledu na nia ;2
2020;szukajac klucze tej wielkosci bral em dwa pod uwage tzn yato i neo ze wzglad na duzy rozstaw szczek ;0
2021;od okrazen po driftowanie po metropolii ;2
2022;zareklamowal em ten zabawkowy termometr zadajac zwrotu pieniedzy ;1
2023;produkt posiada dwie koncowki jedna sluzy do krecenia wlosow druga do rozczesania ;2
2024;polecam poczatkujacym amatorom i do pracy nie wymagjacej zdjec o super jakosci ja uzywam do dokumentowania i raportowania postepu prac budowlanych ;3
2025;podjela m decyzje zakupu zelmer st kierujac sie opiniami uzytkownikow producentem dostepnosc ew czesci workow filtrow oraz cena ;0
2026;laweczka niby bardzo funkcjonalna ale stojaki pod sztange nie sa regulowane a przy wyciskaniu skosu brakuje miejsca na glowe pod gryfem nie ma mowy o waskim chwycie sztangi gdyz rozstaw stojakow ma wlasnie taka szerokosc modlitewnik za waski i przy zginaniu gryf zaczepia o dzwignie na nogi dzwignie do rozpietek tylko przeszkadzaja przy wyciskaniu sztangi na lezaco laweczka osadzona tak nisko ze przy prostowaniu nog na siedzaco stopami zaczepia sie o podloge ponad to niewygodne wykonczenie laweczki powoduje obtarcia pod kolanami zginanie nog lezac na brzuchu odbywa sie calkiem wygodnie poza faktem ze laweczka sie trzesie i jezdzi w przod i w tyl ;1
2027;wytrzymuje tylko pozycje przodem do swiata i to tylko h i nie tylko jemu nie jest wygodnie mnie rowniez cisnie i pije ;1
2028;brakuje podstawowej funkcjonalnosci na ktora liczylem czyli lagodnego budzenia swiatlem ;1
2029;niczego tej firmy nie kupie ;1
2030;oprogramowanie jest okropne cale szczescie ze mysz ma swoja wbudowana pamiec na ustawienia mozemy ja skonfigurowac a dedykowany soft wylaczyc raz na zawsze ;3
2031;posiadam dwa takie scyzoryki i z zadnym z nich nie zamierza sie rozstawac kiedy kupowal em explorera ponad lat temu kosztowal on zl cena przez ten okres czasu nie ulegla zmianie co swiadczy samo za siebie ;2
2032;ma swietna buteleczke ktora niestety podczas noszenia w torebce troche sie rysuje ale i nic sienie wylewa z niej jest bardzo szczelna ;3
2033;jednorazowo moge zrobic litra soku co jest idealne przy mojej piecioosobowej rodzinie ;2
2034;powaznie kazde uzywane wczesniej wkladki byly lepsze ;1
